annual_inc,application_type,bc_open_to_buy,bc_util,home_ownership,int_rate,loan_amnt,max_bal_bc,percent_bc_gt_75,term,title,total_bc_limit,total_rec_int,total_rev_hi_lim,verification_status,grade_int,emp_length_int
60000,Individual,107891,10.2,MORTGAGE,22.39,10000,5192,10, 36 months,Debt consolidation,120100,215.23,148600,Not Verified,3,
48000,Individual,29327,12.2,RENT,22.39,20000,1045,0, 60 months,,33400,9148.93,34600,Source Verified,3,5
58000,Individual,2040,47.7,RENT,24.99,23225,1793,50, 60 months,Debt consolidation,3900,8750.87,8300,Verified,3,5
45000,Individual,403,86.1,RENT,24.99,10000,1428,66.7, 60 months,Debt consolidation,2900,3669.18,6000,Verified,3,4
70000,Individual,2844,78.1,RENT,28.18,27125,4238,71.4, 60 months,Debt consolidation,13000,13740.9,28600,Verified,1,2
101750.64,Individual,108,99.7,MORTGAGE,22.39,24000,10466,100, 60 months,Debt consolidation,32100,595.43,43400,Verified,3,3
35000,Individual,4118,32.5,OWN,28.88,14625,1039,0, 60 months,Debt consolidation,6100,3205.09,6100,Source Verified,1,4
63000,Individual,4523,22,MORTGAGE,22.39,20000,1244,0, 60 months,Debt consolidation,5800,3387.48,12500,Source Verified,3,1
67000,Individual,7913,70.6,RENT,24.49,30000,12356,50, 60 months,Debt consolidation,26900,15112.64,30700,Verified,3,5
32000,Individual,6311,57.6,RENT,22.39,10000,7127,33.3, 60 months,Debt consolidation,14900,1845.09,22900,Source Verified,3,5
55000,Individual,6449,57,MORTGAGE,27.49,20000,4426,16.7, 60 months,Debt consolidation,15000,5208.68,26400,Verified,2,5
63000,Individual,11971,37.7,RENT,22.39,10200,6390,25, 60 months,Debt consolidation,19200,1299.84,30900,Source Verified,3,5
43000,Individual,71,82.2,MORTGAGE,26.99,21500,329,100, 60 months,Home improvement,400,12103.67,4500,Not Verified,2,5
54700,Individual,16485,28.3,MORTGAGE,25.29,20000,4758,0, 60 months,Debt consolidation,23000,1636.24,29000,Verified,3,5
90100,Individual,912,90.4,MORTGAGE,25.69,35000,4688,100, 60 months,Major purchase,9500,18672.48,10900,Verified,2,
35000,Individual,240,81.5,MORTGAGE,22.39,6475,603,100, 36 months,Credit card refinancing,1300,1280.7,20900,Source Verified,3,5
67600,Individual,8938,71.5,MORTGAGE,24.99,16000,9575,60, 60 months,,31400,1933.2,35400,Source Verified,3,5
81463,Individual,2830,88.4,RENT,24.99,20000,5988,63.6, 60 months,Debt consolidation,24400,2391.81,29900,Verified,3,5
38000,Individual,0,100.1,RENT,25.29,15000,2902,100, 60 months,Debt consolidation,2900,7833.17,17800,Not Verified,3,
70000,Individual,,,RENT,27.49,15000,0,, 36 months,Debt consolidation,0,47.88,14100,Verified,2,4
77000,Individual,10040,5.3,RENT,25.69,13000,545,50, 60 months,Major purchase,10600,2470.8,18600,Source Verified,2,4
45000,Individual,13315,47.8,RENT,25.29,15000,4438,20, 60 months,Debt consolidation,25500,6902.17,31800,Verified,3,2
70000,Individual,19110,16.2,MORTGAGE,22.39,30000,3071,0, 60 months,Major purchase,22800,10226.47,33300,Source Verified,3,5
100000,Individual,24105,61.2,RENT,28.88,35000,11528,54.5, 60 months,Business,62100,16326.97,73700,Source Verified,1,4
58500,Individual,492,90.7,MORTGAGE,25.69,16000,1703,100, 60 months,Debt consolidation,5300,2751.7,38900,Source Verified,2,4
60000,Individual,106,98.2,RENT,29.96,27600,4403,100, 60 months,Debt consolidation,6000,7861.94,32100,Verified,1,5
104000,Individual,5208,28.7,MORTGAGE,24.99,18000,1595,0, 60 months,Other,7300,3571.5,10600,Source Verified,3,1
68000,Individual,954,65.9,MORTGAGE,27.79,25000,1505,50, 60 months,Home improvement,2800,2681.31,4800,Not Verified,2,5
125000,Individual,204,99.4,MORTGAGE,24.49,35000,15111,100, 60 months,Debt consolidation,33500,6314.46,42200,Verified,3,3
72000,Individual,4698,27.7,RENT,22.39,27600,1772,0, 36 months,Debt consolidation,6500,6883.28,7900,Verified,3,2
65000,Individual,14214,50,RENT,24.99,24000,6522,40, 60 months,Credit card refinancing,28400,12358.94,39700,Not Verified,3,4
195000,Individual,22757,34.4,MORTGAGE,22.39,12000,4599,0, 60 months,Debt consolidation,34700,5425.4,48200,Verified,3,5
54000,Individual,5806,82.8,MORTGAGE,24.49,12000,12242,66.7, 60 months,Credit card refinancing,33800,6048.46,34300,Source Verified,3,2
134600,Individual,16519,36.5,RENT,25.29,32000,9481,0, 60 months,Moving and relocation,26000,4867.88,101000,Verified,3,1
150000,Individual,614,97.1,MORTGAGE,25.29,20000,6943,80, 60 months,Debt consolidation,21000,6331.93,30500,Not Verified,3,5
30000,Individual,2039,77.6,RENT,22.39,10000,3376,66.7, 60 months,Debt consolidation,9100,4570.37,17700,Source Verified,3,2
60000,Individual,7648,56,MORTGAGE,24.49,30000,3671,33.3, 60 months,Debt consolidation,17400,15112.64,41700,Verified,3,
47000,Individual,2519,76.5,MORTGAGE,24.99,11000,4175,75, 60 months,Other,10700,3969.36,15100,Source Verified,3,5
33000,Individual,7195,68.9,RENT,27.49,9500,9662,50, 36 months,Debt consolidation,23100,1230.07,27600,Source Verified,2,1
79000,Individual,4884,72.6,MORTGAGE,24.49,30000,7792,50, 60 months,Debt consolidation,17800,4361.25,42200,Verified,3,5
30000,Individual,2151,71.7,MORTGAGE,26.99,12800,2245,66.7, 60 months,Debt consolidation,7600,5239.17,11300,Verified,2,3
72000,Individual,32113,7.7,OWN,24.49,21000,2359,0, 60 months,Home improvement,34800,10582.69,36200,Not Verified,3,5
72100,Individual,4298,2.3,OWN,22.39,10000,102,0, 36 months,Debt consolidation,4400,882.96,11300,Source Verified,3,2
56000,Individual,66,99.3,OWN,24.49,6600,3668,100, 36 months,Major purchase,9900,1895.77,17800,Verified,3,
75000,Individual,8508,66.5,MORTGAGE,24.49,32000,4672,40, 60 months,Debt consolidation,25400,15932.31,25700,Source Verified,3,2
94635,Individual,2046,86.5,MORTGAGE,27.79,15675,7465,66.7, 60 months,Debt consolidation,15100,6438.08,24300,Verified,2,2
45000,Individual,784,90.9,OWN,22.39,12600,2225,100, 60 months,Car financing,8600,1802.33,8600,Source Verified,3,3
51000,Individual,3217,66.1,RENT,28.88,18200,4313,50, 60 months,Other,9500,10976.46,15700,Verified,1,4
50000,Individual,6224,40.2,RENT,23.99,10000,1652,0, 36 months,Moving and relocation,10400,3925.26,18900,Source Verified,3,1
38000,Individual,81,97.5,RENT,25.69,13675,3219,100, 36 months,Other,3300,2879.23,23900,Verified,2,5
124529.34,Individual,11612,78,MORTGAGE,22.39,35000,12179,66.7, 60 months,Credit card refinancing,52900,5088.07,53900,Verified,3,5
43000,Individual,5503,74.5,MORTGAGE,22.39,14000,7622,60, 60 months,Debt consolidation,21600,4695.83,34900,Source Verified,3,1
27000,Individual,1685,39.8,MORTGAGE,24.49,5000,552,33.3, 36 months,Home improvement,2800,1238.62,8800,Verified,3,
36000,Individual,1361,71,RENT,22.39,13000,3339,0, 60 months,Debt consolidation,4700,1537.71,9700,Source Verified,3,2
26000,Individual,3409,71.1,MORTGAGE,22.39,11400,5993,50, 60 months,Credit card refinancing,11800,2710.55,17200,Source Verified,3,1
26000,Individual,1196,77,RENT,23.99,8300,2233,66.7, 36 months,,5200,3240.83,12300,Verified,3,2
156000,Individual,6646,36.7,MORTGAGE,24.99,24000,3208,0, 60 months,Debt consolidation,10500,3088.95,21300,Verified,3,5
82000,Individual,1411,29.4,RENT,23.99,14000,589,0, 60 months,Debt consolidation,2000,2461.99,8200,Verified,3,4
55000,Individual,2443,90.4,RENT,25.29,20900,11954,75, 60 months,Debt consolidation,25400,3385.69,37600,Source Verified,3,3
40000,Individual,3420,83.8,MORTGAGE,24.49,4425,6155,66.7, 36 months,Debt consolidation,21100,893.45,26900,Verified,3,5
36000,Individual,1151,78.7,MORTGAGE,24.49,12000,1943,75, 60 months,Debt consolidation,5400,2122.92,8100,Verified,3,2
73000,Individual,2151,88.3,MORTGAGE,22.39,12000,9253,83.3, 60 months,Other,18000,5484.48,23700,Source Verified,3,5
120000,Individual,1144,84.9,MORTGAGE,24.99,30000,3776,66.7, 36 months,Debt consolidation,7600,7693.08,18100,Verified,3,5
52000,Individual,5854,34.2,RENT,25.69,10000,1421,16.7, 60 months,Major purchase,8900,1459.44,11900,Source Verified,2,1
50937,Individual,1103,93.3,MORTGAGE,23.99,15000,6428,100, 36 months,Debt consolidation,16400,5614.33,21600,Source Verified,3,5
55000,Individual,34360,5.9,RENT,13.56,2500,2137,0, 36 months,Debt consolidation,36500,53.04,42000,Not Verified,5,5
90000,Individual,13761,8.3,MORTGAGE,18.94,30000,998,0, 60 months,Debt consolidation,15000,894.86,50800,Source Verified,4,5
59280,Individual,13800,0,MORTGAGE,17.97,5000,0,0, 36 months,Debt consolidation,13800,141.1,24100,Source Verified,4,4
92000,Individual,1239,75.2,MORTGAGE,18.94,4000,3761,100, 36 months,Debt consolidation,5000,118.64,7000,Source Verified,4,5
57250,Individual,8471,8.9,MORTGAGE,16.14,30000,516,0, 60 months,Debt consolidation,9300,762.23,23100,Not Verified,5,5
152500,Individual,23746,64,MORTGAGE,15.02,5550,17584,60, 36 months,Credit card refinancing,65900,130.45,111900,Not Verified,5,5
51000,Individual,,,RENT,17.97,2000,0,, 36 months,Debt consolidation,0,56.27,0,Source Verified,4,3
65000,Individual,3034,90.8,RENT,13.56,6000,9413,85.7, 36 months,Credit card refinancing,33100,65.54,55500,Source Verified,5,5
53580,Individual,13786,35.9,MORTGAGE,17.97,5000,3132,60, 36 months,Debt consolidation,21500,140.68,22800,Source Verified,4,5
300000,Individual,38683,60.6,OWN,14.47,6000,15926,26.3, 36 months,Debt consolidation,98300,135.84,132500,Not Verified,5,1
50000,Individual,271,94.4,MORTGAGE,22.35,5500,2837,100, 36 months,Credit card refinancing,4800,192.61,4800,Not Verified,4,1
154000,Individual,4578,62.8,MORTGAGE,17.97,6500,3943,20, 36 months,Debt consolidation,12300,182.89,39300,Source Verified,4,3
80000,Joint App,4127,48.4,MORTGAGE,16.14,3500,3873,50, 36 months,Debt consolidation,8000,64.88,15300,Verified,5,5
23878,Joint App,0,104.4,MORTGAGE,16.91,25000,1044,100, 60 months,Debt consolidation,1000,665.58,5600,Not Verified,5,5
120000,Individual,430,96.8,MORTGAGE,20.89,16000,9439,100, 60 months,Credit card refinancing,13500,526.55,22900,Not Verified,4,3
75000,Individual,11149,58.2,MORTGAGE,14.47,13000,13287,33.3, 60 months,Debt consolidation,26700,296.04,26700,Not Verified,5,5
65000,Individual,1777,84.5,MORTGAGE,13.56,10000,3359,80, 36 months,Credit card refinancing,11500,212.14,13200,Not Verified,5,1
55000,Individual,3024,78.2,MORTGAGE,14.47,13000,4807,75, 36 months,Credit card refinancing,13900,294.33,16400,Verified,5,5
40000,Joint App,3683,26.3,MORTGAGE,20.89,3500,1317,0, 36 months,Car financing,5000,114.54,5800,Source Verified,4,5
30000,Joint App,2545,74.3,MORTGAGE,14.47,15000,3616,50, 60 months,Debt consolidation,9900,341.86,53900,Source Verified,5,
68107,Individual,3300,0,RENT,20.89,23000,0,0, 60 months,Debt consolidation,3300,360.35,7500,Source Verified,4,3
40000,Individual,16601,54.9,MORTGAGE,13.56,12000,9747,60, 60 months,Debt consolidation,36800,256.05,41800,Not Verified,5,1
80000,Individual,779,90.3,MORTGAGE,19.92,10000,6521,50, 60 months,Debt consolidation,8000,313.76,17900,Not Verified,4,5
51000,Individual,22174,24.8,MORTGAGE,17.97,16000,3881,0, 60 months,Debt consolidation,29500,452.75,29500,Not Verified,4,3
33190,Individual,1867,54.5,RENT,20.89,3500,1140,75, 36 months,Credit card refinancing,4100,114.54,7300,Source Verified,4,5
74000,Individual,8880,54.5,RENT,20.89,10000,3419,40, 36 months,Credit card refinancing,19500,317.06,25700,Not Verified,4,4
70000,Individual,288,77.8,RENT,15.02,2200,632,100, 36 months,Debt consolidation,1300,51.71,1300,Not Verified,5,
53000,Individual,,,RENT,17.97,25000,0,, 60 months,Debt consolidation,0,707.42,31500,Verified,4,4
60000,Individual,3319,81.4,OWN,15.02,9600,8398,66.7, 36 months,Debt consolidation,17800,225.64,22500,Not Verified,5,5
24000,Individual,361,91,RENT,16.14,12000,1839,100, 36 months,Credit card refinancing,4000,304.08,14300,Source Verified,5,4
40000,Individual,4520,71,MORTGAGE,13.56,20000,12330,40, 36 months,Debt consolidation,22600,424.28,35900,Verified,5,4
500000,Individual,8890,83.9,MORTGAGE,14.47,40000,39889,100, 60 months,Debt consolidation,89200,910.91,349200,Source Verified,5,1
110000,Individual,9460,55.6,RENT,14.47,14400,10885,33.3, 60 months,Debt consolidation,21300,327.93,31300,Not Verified,5,2
40000,Individual,6328,17.8,MORTGAGE,18.94,26000,1372,0, 60 months,Debt consolidation,7700,775.54,7700,Source Verified,4,5
63500,Joint App,9185,25.9,MORTGAGE,15.02,25000,3215,0, 60 months,Debt consolidation,12400,591.01,18900,Verified,5,5
98500,Individual,30833,20.7,MORTGAGE,13.56,20000,4493,14.3, 36 months,Debt consolidation,38900,424.28,48700,Source Verified,5,5
137500,Individual,22258,69.9,MORTGAGE,16.14,34625,23788,66.7, 60 months,Debt consolidation,73900,434.66,98000,Source Verified,5,5
160000,Individual,45572,40.7,RENT,17.97,36000,10979,22.2, 60 months,Debt consolidation,76800,1018.68,76800,Source Verified,4,4
116000,Individual,5606,80.2,MORTGAGE,16.14,30000,7448,80, 36 months,Debt consolidation,28300,757.86,38300,Source Verified,5,4
50000,Individual,13459,32.7,RENT,17.97,3000,4406,30, 36 months,Debt consolidation,20000,84.41,30400,Source Verified,4,5
65000,Individual,6491,36.4,OWN,22.35,12000,2055,33.3, 60 months,Credit card refinancing,10200,422.6,22200,Source Verified,4,1
60000,Individual,5402,53,MORTGAGE,15.02,3000,3407,25, 36 months,Home improvement,11500,70.51,22200,Source Verified,5,3
42300,Individual,23710,25.4,RENT,14.47,8000,4036,0, 36 months,Credit card refinancing,31800,181.13,39400,Not Verified,5,3
56000,Individual,15054,46.6,OWN,16.14,22400,5789,25, 60 months,Credit card refinancing,28200,569.13,35500,Source Verified,5,5
45000,Individual,3225,78.1,MORTGAGE,15.02,27000,5787,57.1, 60 months,Debt consolidation,14700,639.3,19900,Source Verified,5,5
30000,Joint App,6948,60.7,RENT,19.92,24000,3780,28.6, 36 months,Credit card refinancing,17700,748.78,25200,Verified,4,4
95000,Individual,30706,48.2,RENT,16.91,25000,10727,0, 36 months,Debt consolidation,59300,665.56,59300,Source Verified,5,5
50000,Individual,1000,0,OWN,15.02,21000,0,0, 60 months,Debt consolidation,1000,496.45,2300,Source Verified,5,3
47000,Individual,2660,72.6,RENT,14.47,10000,2981,60, 36 months,Credit card refinancing,9700,116.56,17700,Source Verified,5,5
50000,Individual,9836,45.1,OWN,16.14,7500,2387,0, 36 months,Home improvement,17900,189.46,23900,Source Verified,5,5
40000,Individual,18636,49.1,RENT,16.91,30000,9000,50, 36 months,Debt consolidation,36600,794.12,46800,Verified,5,5
5000,Joint App,174,92.1,OWN,13.56,3775,1083,100, 36 months,Home improvement,2200,42.65,5300,Source Verified,5,
40000,Individual,42920,11.5,RENT,16.14,6000,4230,0, 36 months,Other,48500,151.57,53800,Source Verified,5,2
50000,Individual,2847,74.1,OWN,15.02,16000,2475,66.7, 36 months,Debt consolidation,11000,376.07,15500,Source Verified,5,3
60000,Individual,3158,55.5,RENT,16.14,15000,2155,0, 36 months,Credit card refinancing,7100,378.93,10800,Source Verified,5,2
109000,Individual,37228,6.2,RENT,15.02,21000,1165,0, 60 months,Debt consolidation,39700,496.45,39700,Not Verified,5,5
70000,Individual,4426,103,MORTGAGE,20.89,25000,10550,100, 60 months,Debt consolidation,26554,822.73,54554,Not Verified,4,1
200000,Individual,1213,81.6,RENT,20.89,16000,1459,80, 60 months,Credit card refinancing,6600,526.55,16300,Verified,4,5
70200,Individual,3131,46,MORTGAGE,16.91,8500,4233,0, 36 months,Debt consolidation,12524,225,21124,Not Verified,5,4
100000,Joint App,15181,46.9,MORTGAGE,22.35,30000,9713,33.3, 36 months,Debt consolidation,28600,26.44,42200,Source Verified,4,3
65000,Individual,3692,32.9,MORTGAGE,17.97,30000,1808,0, 60 months,Debt consolidation,5500,848.91,18800,Source Verified,4,5
55000,Individual,344,92,RENT,14.47,6000,2807,100, 36 months,Credit card refinancing,4300,135.84,4600,Verified,5,5
90000,Individual,10982,59.3,MORTGAGE,16.14,10000,11822,37.5, 36 months,Debt consolidation,27000,252.62,35600,Not Verified,5,1
30000,Joint App,141,98,MORTGAGE,16.14,20000,6859,100, 60 months,Other,7000,508.16,18100,Source Verified,5,5
37000,Individual,15332,4.2,MORTGAGE,18.94,4000,447,33.3, 36 months,Debt consolidation,16000,118.64,17300,Not Verified,4,1
90000,Individual,22030,47,RENT,15.02,30000,9621,50, 36 months,Debt consolidation,41600,657.41,53600,Verified,5,5
240000,Individual,26435,8.8,MORTGAGE,16.14,11000,2565,0, 36 months,Debt consolidation,29000,277.88,29000,Not Verified,5,2
125000,Individual,79736,39.4,MORTGAGE,13.56,24000,20491,14.3, 60 months,Credit card refinancing,117900,262.16,151900,Source Verified,5,5
118000,Individual,2260,50,RENT,15.02,5525,2498,40, 36 months,Car financing,11300,129.86,15940,Not Verified,5,5
21000,Individual,373,85.1,RENT,16.91,2525,1804,50, 36 months,Credit card refinancing,2500,66.84,9300,Verified,5,1
110000,Individual,15794,41.1,MORTGAGE,14.47,32000,4293,12.5, 60 months,Home improvement,26800,728.72,34500,Source Verified,5,5
200000,Individual,38130,66.8,RENT,14.47,16000,17192,44.4, 36 months,Debt consolidation,114900,364.42,141200,Source Verified,5,1
75000,Individual,878,96.5,OWN,19.92,23000,13762,100, 60 months,Debt consolidation,24900,721.66,25900,Not Verified,4,
56160,Individual,,,MORTGAGE,17.97,1500,0,, 36 months,Other,0,42.2,7900,Verified,4,5
50000,Individual,5455,40.1,RENT,16.14,5000,1393,50, 36 months,Credit card refinancing,9100,107.2,15500,Source Verified,5,2
29000,Individual,97,80.6,RENT,20.89,2500,403,100, 36 months,Other,500,81.81,1800,Source Verified,4,2
62000,Individual,60576,18.7,RENT,14.47,12000,2923,7.1, 60 months,Debt consolidation,74500,273.27,93400,Not Verified,5,5
52000,Individual,4134,51.4,MORTGAGE,15.02,7000,2207,0, 36 months,Debt consolidation,8500,164.53,17900,Not Verified,5,4
115000,Individual,2467,92.8,MORTGAGE,16.14,5000,14125,75, 36 months,Other,27800,126.32,37300,Not Verified,5,1
19000,Individual,631,79,RENT,18.94,4000,1646,50, 36 months,Major purchase,3000,56.82,8800,Not Verified,4,
45000,Individual,10465,43.7,MORTGAGE,16.14,25000,7830,33.3, 60 months,Debt consolidation,18600,635.2,24200,Not Verified,5,3
33000,Individual,6299,19.2,MORTGAGE,17.97,3000,1501,50, 36 months,Other,7800,84.41,7800,Source Verified,4,4
90000,Individual,1503,96.5,RENT,18.94,35000,10757,100, 60 months,Debt consolidation,43100,1044,43100,Source Verified,4,5
21000,Joint App,25074,15,MORTGAGE,16.91,8800,2442,8.3, 36 months,Debt consolidation,29500,232.95,46700,Not Verified,5,1
65000,Individual,3503,56.2,MORTGAGE,14.47,25000,4226,0, 60 months,Credit card refinancing,8000,569.31,21000,Verified,5,2
39000,Individual,14931,17.1,MORTGAGE,14.47,12000,2256,0, 60 months,Debt consolidation,18000,205.75,27300,Source Verified,5,4
80000,Individual,5670,8.5,MORTGAGE,16.14,8500,505,0, 36 months,Home improvement,6200,214.73,8300,Not Verified,5,4
80000,Individual,5729,76.8,RENT,20.89,35000,7433,40, 60 months,Other,24700,568.67,54300,Verified,4,5
68000,Individual,3066,67,MORTGAGE,17.97,8250,2490,25, 36 months,Debt consolidation,9300,232.12,9800,Not Verified,4,5
45000,Joint App,14930,67.3,MORTGAGE,16.14,40000,5874,42.9, 60 months,Credit card refinancing,45700,856.68,54200,Verified,5,1
89000,Individual,3132,69.6,MORTGAGE,14.47,11000,5997,50, 36 months,Debt consolidation,10300,249.06,34500,Not Verified,5,5
70000,Individual,5937,67.9,RENT,16.14,12000,6739,66.7, 36 months,Credit card refinancing,18500,303.15,22100,Source Verified,5,3
72000,Individual,5005,74.1,RENT,13.56,15000,6736,33.3, 60 months,Credit card refinancing,19300,237.3,22400,Not Verified,5,1
54000,Individual,4380,63.5,RENT,16.91,4000,2259,16.7, 36 months,Home improvement,12000,105.88,30900,Source Verified,5,3
120000,Individual,978,91,MORTGAGE,14.47,15000,7539,50, 60 months,Debt consolidation,10900,341.59,17900,Source Verified,5,5
60000,Individual,3847,45,MORTGAGE,14.47,18000,1366,33.3, 60 months,Debt consolidation,7000,330.33,11800,Verified,5,4
